"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.1.104",43088,"13.65.102.222",8883,28,9021,15,2128,13,6893,50813.176636299,14.96766533399932,1137.385131222147,3684.2085101100847
"192.168.1.104",43090,"13.65.102.222",8883,28,9021,15,2128,13,6893,50858.255098797,14.971094764994632,1137.1245902340731,3683.364567896366
"192.168.1.104",43092,"13.65.102.222",8883,28,9023,15,2128,13,6895,50903.338672199,14.96642854899983,1137.479121639723,3685.5820224181816
"192.168.1.104",43094,"13.65.102.222",8883,28,9022,15,2128,13,6894,50948.415175657,14.969706096999289,1137.2300758404667,3684.240668629783
"192.168.1.104",43096,"13.65.102.222",8883,28,9017,15,2128,13,6889,50993.470284558,14.981956924995757,1136.300156596854,3678.5581667273154
"192.168.1.104",43098,"13.65.102.222",8883,28,9023,15,2128,13,6895,51038.56285216,14.96876157799852,1137.3018343095478,3685.0075881411335
"192.168.1.104",43100,"13.65.102.222",8883,28,9020,15,2128,13,6892,51083.643802531,14.972317072002625,1137.0317578856184,3682.529546685941
"192.168.1.104",43102,"13.65.102.222",8883,28,9019,15,2128,13,6891,51128.724877923,14.95716114500101,1138.1838996693414,3685.726152547665
"192.168.1.104",43104,"13.65.102.222",8883,28,9020,15,2128,13,6892,51173.781053841,14.986549736000597,1135.9519235508258,3679.032263680588
"192.168.1.104",43106,"13.65.102.222",8883,28,9019,15,2128,13,6891,51218.874783545,14.968310659001872,1137.3360954238242,3682.9807488560023
"192.168.1.104",43108,"13.65.102.222",8883,28,9019,15,2128,13,6891,51263.954604805,14.971122588998696,1137.1224768749025,3682.2889981884177
"192.168.1.104",43110,"13.65.102.222",8883,28,9017,15,2128,13,6889,51309.03637708,14.973427432996687,1136.9474408033327,3680.653627675827
"192.168.1.104",43112,"13.65.102.222",8883,28,9021,15,2128,13,6893,51354.121191285,14.971765877999132,1137.073618350966,3683.199460194177
"192.168.1.104",43114,"13.65.102.222",8883,28,9019,15,2128,13,6891,51399.17934663,14.970648162998259,1137.1585127541,3682.4056914419657
"192.168.1.104",43116,"13.65.102.222",8883,29,9089,16,2194,13,6895,51444.233514906,14.970958915997471,1172.4031906362734,3684.4667271819076
"192.168.1.104",43118,"13.65.102.222",8883,28,9020,15,2128,13,6892,51489.316674569,14.967152650999196,1137.4240910720912,3683.8002047316036
"192.168.1.104",43120,"13.65.102.222",8883,28,9020,15,2128,13,6892,51534.389705897,14.971327535997261,1137.106910463836,3682.7729449796793
"192.168.1.104",43122,"13.65.102.222",8883,28,9019,15,2128,13,6891,51579.472812249,14.972494836001715,1137.0182582441366,3681.9515120114406
"192.168.1.104",43124,"13.65.102.222",8883,28,9021,15,2128,13,6893,51624.554694762,14.96837756199966,1137.331011960773,3684.0332074462444
"192.168.1.104",43126,"13.65.102.222",8883,28,9022,15,2128,13,6894,51669.635143961,14.96953041300003,1137.2434224934539,3684.283907269676
"192.168.1.104",43128,"13.65.102.222",8883,28,9022,15,2128,13,6894,51714.713974478,14.970006509000086,1137.2072543699321,3684.1667347868006
"192.168.1.104",43130,"13.65.102.222",8883,28,9019,15,2128,13,6891,51759.793578618,14.971769658994162,1137.0733311925474,3682.129852090152
"192.168.1.104",43132,"13.65.102.222",8883,28,9020,15,2128,13,6892,51804.877664535,14.967160708001757,1137.4234787830276,3683.7982216976625
"192.168.1.104",43134,"13.65.102.222",8883,26,8892,14,2062,12,6830,51849.954660789,14.972915917001956,1101.7226097735954,3649.255783100706
"192.168.1.104",43136,"13.65.102.222",8883,28,9045,15,2152,13,6893,51895.029054056,14.966877031001786,1150.2733645996736,3684.4025567776725
"192.168.1.104",43138,"13.65.102.222",8883,28,9020,15,2128,13,6892,51940.107842208,14.970897232997231,1137.1395939100792,3682.8787975696737
"192.168.1.104",43140,"13.65.102.222",8883,28,9016,15,2128,13,6888,51985.181129858,14.973805615998572,1136.9187257119809,3680.0264016466754
"192.168.1.104",43142,"13.65.102.222",8883,28,9018,15,2128,13,6890,52030.251924911,14.98079985500226,1136.3879208569422,3679.3763039024116
"192.168.1.104",43144,"13.65.102.222",8883,28,9021,15,2128,13,6893,52075.344005261,14.96907672999805,1137.2778900841547,3683.861135502856
"192.168.1.104",43146,"13.65.102.222",8883,28,9022,15,2128,13,6894,52120.424911939,14.972434085000714,1137.022871722276,3683.5693973935013
"192.168.1.104",43148,"13.65.102.222",8883,28,9020,15,2128,13,6892,52165.470306386,14.98448404300143,1136.108520730224,3679.53943838003
"192.168.1.104",43150,"13.65.102.222",8883,28,9018,15,2128,13,6890,52210.563680917,14.971488625997154,1137.0946754378704,3681.6646211310745
"192.168.1.104",43152,"13.65.102.222",8883,28,9021,15,2128,13,6893,52255.64484197,14.971988422999857,1137.0567167850502,3683.14471278165
"192.168.1.104",43154,"13.65.102.222",8883,28,9019,15,2128,13,6891,52300.727897928,14.97334588800004,1136.9536326308603,3681.7422379977716
"192.168.1.104",43156,"13.65.102.222",8883,28,9021,15,2128,13,6893,52345.797229797,14.978742562001571,1136.544000908787,3681.4839277557653
"192.168.1.104",43158,"13.65.102.222",8883,28,9022,15,2128,13,6894,52390.884420615,14.97091263999755,1137.1384236467488,3683.943746532277
"192.168.1.104",43160,"13.65.102.222",8883,28,9019,15,2128,13,6891,52435.96672575,14.966481854004087,1137.4750703650138,3683.43078472054
"192.168.1.104",43162,"13.65.102.222",8883,32,9284,21,2548,11,6736,52481.044009809,146.49013941200246,139.14929756923874,367.86093737299535
"192.168.1.104",43164,"13.65.102.222",8883,4,296,4,296,0,0,52571.233347228,7.1807768090002355,329.7693359626494,0
"192.168.1.104",43166,"13.65.102.222",8883,28,9020,15,2128,13,6892,52616.345493127,14.967258147000393,1137.4160739929378,3683.774239642541
"192.168.1.104",43168,"13.65.102.222",8883,28,9017,15,2128,13,6889,52661.405163705,14.96742874100164,1137.4031100856091,3682.128771325076
"192.168.1.104",43170,"13.65.102.222",8883,28,9020,15,2128,13,6892,52706.483326287,14.969807426001353,1137.2223780534864,3683.146912379995
"192.168.1.104",43172,"13.65.102.222",8883,28,9024,15,2128,13,6896,52751.539233206,15.00160025399964,1134.8122674753422,3677.4743404652063
"192.168.1.104",43174,"13.65.102.222",8883,29,9087,16,2194,13,6893,52796.651545979,14.970918762999645,1172.4063350994497,3683.407870483367
"192.168.1.104",43176,"13.65.102.222",8883,28,9019,15,2128,13,6891,52841.733855593,14.968593751000299,1137.3145856712388,3682.9110948592606
"192.168.1.104",43178,"13.65.102.222",8883,28,9017,15,2128,13,6889,52886.81417036,14.968348684000375,1137.3332061803787,3681.9024705717243
"192.168.1.104",43180,"13.65.102.222",8883,29,9086,16,2194,13,6892,52931.894853506,14.968659862002824,1172.5832614150618,3683.429278793348
"192.168.1.104",43182,"13.65.102.222",8883,28,9024,15,2128,13,6896,52976.959400388,14.973035237999284,1136.97722134492,3684.4900932305304
"192.168.1.104",43184,"13.65.102.222",8883,29,9085,16,2194,13,6891,53022.044858254,14.971015208000608,1172.398782323065,3682.3154097485144
"192.168.1.104",43186,"13.65.102.222",8883,28,9023,15,2128,13,6895,53067.125569655,14.971075314002519,1137.126067629716,3684.438080971284
"192.168.1.104",43188,"13.65.102.222",8883,29,9090,16,2194,13,6896,53112.208994678,14.962906629996723,1173.0341192407643,3686.9841778871064
"192.168.1.104",43190,"13.65.102.222",8883,28,9020,15,2128,13,6892,53157.284489504,14.970801880997897,1137.1468365771498,3682.9022545534376
"192.168.1.104",43192,"13.65.102.222",8883,28,9023,15,2128,13,6895,53202.353994898,14.982911936000164,1136.227728809886,3681.5273449925585
"192.168.1.104",43194,"13.65.102.222",8883,28,9020,15,2128,13,6892,53247.444431527,14.97175392400095,1137.0745262323028,3682.6680614628904
"192.168.1.104",43196,"13.65.102.222",8883,28,9022,15,2128,13,6894,53292.524634684,14.969308040002943,1137.2603165427713,3684.3386382734334
"192.168.1.104",43198,"13.65.102.222",8883,29,9087,16,2194,13,6893,53337.583873749,14.96980743000313,1172.4933725481017,3683.6813204075047
"192.168.1.104",43200,"13.65.102.222",8883,28,9019,15,2128,13,6891,53382.651274051,14.981227999000112,1136.355444369195,3679.8051537350207
"192.168.1.104",43202,"13.65.102.222",8883,28,9019,15,2128,13,6891,53427.733373229,14.973735633000615,1136.9240393479906,3681.6464074938926
"192.168.1.104",43204,"13.65.102.222",8883,28,9023,15,2128,13,6895,53472.816533731,15.000249830001849,1134.914430955041,3677.2720871405113
"192.168.1.104",43206,"13.65.102.222",8883,28,9022,15,2128,13,6894,53517.928523009,14.970914345998608,1137.1382940648602,3683.943326730802
"192.168.1.104",43208,"13.65.102.222",8883,28,9020,15,2128,13,6892,53562.982848271,14.96966280900233,1137.2333643856193,3683.1824940534248
